100
14
42
[0,1,2,3,4,5,6,7,8,9,10,11,12,13]
[[0,1],
[0,2],
[0,3],
[1,2],
[1,7],
[2,5],
[3,4],
[3,10],
[4,5],
[4,6],
[5,9],
[5,13],
[6,7],
[7,8],
[8,9],
[8,11],
[8,12],
[10,11],
[10,12],
[11,13],
[12,13],
[1,0],
[2,0],
[3,0],
[2,1],
[7,1],
[5,2],
[4,3],
[10,3],
[5,4],
[6,4],
[9,5],
[13,5],
[7,6],
[8,7],
[9,8],
[11,8],
[12,8],
[11,10],
[12,10],
[13,11],
[13,12]]
[[0,12,12,6,4,10,9,8,12,14,7,9,10,11],
[5,0,5,8,9,4,11,5,10,7,9,2,7,9],
[9,9,0,6,8,7,8,10,8,9,7,9,7,7],
[10,12,11,0,8,6,9,7,5,13,5,10,9,8],
[11,9,8,15,0,10,10,10,4,8,11,4,7,9],
[12,9,11,6,12,0,8,8,9,9,6,7,5,3],
[9,8,11,9,8,10,0,9,10,10,6,7,11,7],
[8,9,8,8,7,5,5,0,7,12,7,9,6,7],
[9,7,9,8,9,8,8,9,0,13,8,9,12,11],
[6,5,9,10,10,7,8,10,8,0,9,13,11,11],
[7,6,10,10,9,12,9,6,13,9,0,12,11,9],
[7,7,7,8,7,12,11,7,10,7,11,0,10,7],
[12,12,11,7,7,6,6,7,10,5,12,2,0,5],
[9,10,11,14,9,10,12,10,11,8,16,6,6,0]]
