20
90
274
[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89]
[[0,1],
[0,2],
[0,24],
[1,0],
[1,24],
[2,0],
[2,3],
[2,65],
[3,2],
[3,65],
[4,5],
[4,6],
[4,10],
[5,4],
[5,10],
[6,4],
[6,7],
[6,17],
[6,38],
[6,41],
[6,78],
[7,6],
[7,17],
[8,9],
[8,10],
[8,11],
[8,13],
[8,17],
[8,62],
[9,8],
[9,13],
[10,4],
[10,5],
[10,8],
[10,71],
[11,8],
[11,12],
[11,14],
[11,20],
[12,11],
[12,14],
[13,8],
[13,9],
[13,14],
[13,15],
[13,51],
[13,89],
[14,11],
[14,12],
[14,13],
[14,18],
[15,13],
[15,16],
[15,25],
[15,31],
[15,76],
[16,15],
[16,31],
[17,6],
[17,7],
[17,8],
[17,40],
[17,81],
[18,14],
[18,19],
[18,80],
[19,18],
[19,80],
[20,11],
[20,21],
[20,49],
[20,50],
[20,88],
[21,20],
[21,50],
[22,23],
[22,24],
[22,25],
[22,28],
[22,64],
[23,22],
[23,25],
[24,0],
[24,1],
[24,22],
[24,54],
[25,15],
[25,22],
[25,23],
[25,26],
[25,65],
[25,73],
[26,25],
[26,27],
[26,28],
[27,26],
[27,28],
[28,22],
[28,26],
[28,27],
[28,43],
[29,30],
[29,31],
[29,34],
[29,35],
[30,29],
[30,34],
[31,15],
[31,16],
[31,29],
[31,56],
[31,66],
[31,74],
[32,33],
[32,34],
[32,35],
[32,36],
[33,32],
[33,35],
[34,29],
[34,30],
[34,32],
[35,29],
[35,32],
[35,33],
[35,47],
[36,32],
[36,37],
[36,45],
[37,36],
[37,45],
[38,6],
[38,39],
[38,40],
[39,38],
[39,40],
[40,17],
[40,38],
[40,39],
[41,6],
[41,42],
[41,57],
[42,41],
[42,57],
[43,28],
[43,44],
[43,46],
[44,43],
[44,46],
[45,36],
[45,37],
[45,46],
[46,43],
[46,44],
[46,45],
[47,35],
[47,48],
[47,49],
[47,50],
[48,47],
[48,49],
[49,20],
[49,47],
[49,48],
[50,20],
[50,21],
[50,47],
[50,53],
[51,13],
[51,52],
[51,53],
[52,51],
[52,53],
[53,50],
[53,51],
[53,52],
[54,24],
[54,55],
[54,56],
[54,57],
[55,54],
[55,56],
[56,31],
[56,54],
[56,55],
[57,41],
[57,42],
[57,54],
[58,59],
[58,60],
[58,64],
[59,58],
[59,64],
[60,58],
[60,61],
[60,73],
[61,60],
[61,73],
[62,8],
[62,63],
[62,68],
[63,62],
[63,68],
[64,22],
[64,58],
[64,59],
[65,2],
[65,3],
[65,25],
[66,31],
[66,67],
[66,87],
[67,66],
[67,87],
[68,62],
[68,63],
[68,69],
[69,68],
[69,70],
[69,81],
[70,69],
[70,81],
[71,10],
[71,72],
[71,78],
[72,71],
[72,78],
[73,25],
[73,60],
[73,61],
[74,31],
[74,75],
[74,79],
[75,74],
[75,79],
[76,15],
[76,77],
[76,89],
[77,76],
[77,89],
[78,6],
[78,71],
[78,72],
[79,74],
[79,75],
[79,80],
[80,18],
[80,19],
[80,79],
[81,17],
[81,69],
[81,70],
[82,83],
[82,84],
[82,88],
[83,82],
[83,88],
[84,82],
[84,85],
[84,86],
[85,84],
[85,86],
[86,84],
[86,85],
[86,87],
[87,66],
[87,67],
[87,86],
[88,20],
[88,82],
[88,83],
[89,13],
[89,76],
[89,77]]
[[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
[0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
[0,2,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
[0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
[0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0],
[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],
